,username,tweet,retweet,favorites
1074,GenPI.co,b'Kepala KSP Moeldoko digadang-gadang menjadi kandidat top untuk Pemilihan Presiden (Pilpres) 2024. #Moeldoko https://t.co/VKh7R81UPi',0,0
1075,E_ Ilham,b'RT @Matahari_1912: @Patiunus14 @Da_yangqu @ZahrilLabung @Alismar89937714 @JacksQuevara @Agusran16 @bewoking @SBYudhoyono @salimsegaf @Amien\xe2\x80\xa6',3,0
1076,Sangkakala,b'RT @Matahari_1912: @Patiunus14 @Da_yangqu @ZahrilLabung @Alismar89937714 @JacksQuevara @Agusran16 @bewoking @SBYudhoyono @salimsegaf @Amien\xe2\x80\xa6',3,0
1077,Izzata,"b'RT @zalkad: Sialnya, Partai Politik lahir bukan dari rahim rakyat, bukan dari obrolan para petani di pematang sawah.\n\nParpol lahir dari per\xe2\x80\xa6'",11,0
1078,Cdt. Qewell,"b'Yaaa intinya, jangan dukung parpol manapun, paling baik adalah golput. https://t.co/xLIxRw7xVL'",0,0
1079,Luiz,b'@loeyrare Yg ngantri kader2 parpol yg mau koalisi.hehe',0,0
1080,a m e e r,"b'RT @zalkad: Sialnya, Partai Politik lahir bukan dari rahim rakyat, bukan dari obrolan para petani di pematang sawah.\n\nParpol lahir dari per\xe2\x80\xa6'",11,0
1081,M. Miftachul Munif,"b'@YandriYw @PartaiSocmed Betul... dan PDIP adlh pelopor menggalang dukungan parpol lain utk merevisi UU KPK, sejak awal pemerintahan Jokowi tahun 2015'",0,0
1082,Bilal Rhadeya,"b'RT @negativisme: pengen tau dong, dari tokoh-tokoh dan parpol yg ditemuin Airlangga ini, siapa yg paling cocok dan mana yg paling engga? ht\xe2\x80\xa6'",4,0
1083,PIOneer,"b'RT @zalkad: Sialnya, Partai Politik lahir bukan dari rahim rakyat, bukan dari obrolan para petani di pematang sawah.\n\nParpol lahir dari per\xe2\x80\xa6'",11,0
1084,Harits,"b'@fauzan_azhim @krocolatoss Mohon dibantu bang. Barangkali bisa skalian di dpd pks, soalnya garbi kan bukan parpol\xf0\x9f\x98\x82'",0,0
1085,Maaa minta kiko,"b'RT @zalkad: Sialnya, Partai Politik lahir bukan dari rahim rakyat, bukan dari obrolan para petani di pematang sawah.\n\nParpol lahir dari per\xe2\x80\xa6'",11,0
1086,Adam Sundana,"b'RT @negativisme: pengen tau dong, dari tokoh-tokoh dan parpol yg ditemuin Airlangga ini, siapa yg paling cocok dan mana yg paling engga? ht\xe2\x80\xa6'",4,0
1087,benn,"b'RT @zalkad: Sialnya, Partai Politik lahir bukan dari rahim rakyat, bukan dari obrolan para petani di pematang sawah.\n\nParpol lahir dari per\xe2\x80\xa6'",11,0
1088,5a4D,"b'@arifien_moch @Dennysiregar7 Tepatnya, sdh lama istilah tsb muncul, benar oleh Ketum 1 parpol.\nItulah politikus, penuh modus. Walau diacara parpol, masyarakat nilai.\n\nPimDa adalah petugas MasyDa !!\n\nParpol harus ""diayomi"" jgn jadi dinasti !!\n\nMasy. hrs intens awasi dari Kekuasaan !!\n\nYe_kan @Dennysiregar7 ??'",0,0
1089,🌸,"b'RT @zalkad: Sialnya, Partai Politik lahir bukan dari rahim rakyat, bukan dari obrolan para petani di pematang sawah.\n\nParpol lahir dari per\xe2\x80\xa6'",11,0
1090,Dipa,"b'RT @zalkad: Sialnya, Partai Politik lahir bukan dari rahim rakyat, bukan dari obrolan para petani di pematang sawah.\n\nParpol lahir dari per\xe2\x80\xa6'",11,0
1091,Faizal,"b'Sialnya, Partai Politik lahir bukan dari rahim rakyat, bukan dari obrolan para petani di pematang sawah.\n\nParpol lahir dari pertengkaran antara putera mahkota para bangsawan. Parpol dilahirkan oleh elit politik. \n\nFakta yang terjadi, Parpol lahir dari kekuasaan untuk kekuasaan.'",11,28
1092,Faizal,"b'Kalau memilih untuk menjadi Aparatur Pemerintahan harus rela di ""indoktrinasi"" karena analoginya adalah \'Hardware Negara\'.\n\nPihak yang menanamkan software adalah para penguasa dari Parpol yang akan berganti secara periodik untuk dipilih mewakili aspirasi masyarakat.'",0,1
1093,jo lali madang,b'Lol sampek ada gerakan beli serentak. Tinggal bikin parpol aja ini :)) https://t.co/rh7WpC4gX8',0,0
1094,Uncle Cat!,b'mending syer2 link grup WA parpol dahhh~',0,0
1095,cait 🌈,"b""qtqt talaga ni ma'am parpol \xf0\x9f\xa5\xba\xf0\x9f\xa5\xba""",0,0
1096,M.Rusli Harahap,"b'@SINDOnews Seorang uskup, sudah tua tapi tak bisa bedakan agama dengan parpol.'",0,0
1097,Rumah HaliAsri,"b'@ShamsiAli2 sepertinya makin tertarik politik kampung halaman ya tadz ? atau mungkin turun gunung sekalian masuk parpol, benah2 dari dalam ?'",0,0
1098,Remahan Nastar,b'Pencitraan udah\nNgomporin parpol udah\nNyemangatin jomblo udah (utama)\nNgeledekin org lain udah\n\nKeknya udah cukup aktivitas di  TL malam ini.',0,5
1099,Uniform🧥🥻& Promotional Products🧢🛍,"b'@AksiLangsung Saya usul bbrp kali spy insan2 pemburu koruptor &amp; anti KKN ""bedhol deso"" bentuk wadah parpol n ikut kontestasi pemilu.. tp sayangnya kurang dpt respon\nPdhl panen dukungan masyarakat\nBrjuang  mmberantas KKN di jalur legislatif, saya yakin jauh lbh maksimal efeknya dibanding OTT\n\xf0\x9f\x99\x8f'",0,0
1100,Ngencukers Style,b'RT @PartaiSocmed: Sinetron ketebaklah. Jadi tahu kan parpol mana yg dimaksud oleh pak Mahfud MD ini? https://t.co/I9PBZyXD02',34,0
1101,Endang Syamsudin,b'RT @CNNIndonesia: Mayoritas partai memilih untuk diam terkait polemik TWK KPK. Pengamat menilai hal ini bentuk konsistensi mereka dalam men\xe2\x80\xa6',6,0
1102,Kepla Batu,b'@RerCrown @ide2nesia @trewellu @Cupidlucky2 @seroja_merah @__K3raSakti__ @DimaseLagie @AyamSegar3 @kelincipetelur @josephinebarn @RonnyYulianto7 @govindajaya4 @sungganteng @mikuro06 @Rani_Kancana @KiranaAntaresia @znovietha22 @kadrunhunter21 Padahal hal seperti itu udah dijalankan oleh parpol swlama ini. Mungkin baru baca dia...',0,0
1103,Syaiful Rocky dawuny,"b'@RicKY_KCh @LaolyYasonna Duduk sebagai mentri, \nBicara sebagai kader parpol\n\nSaya request pertanyaan pak\nApa masih ada KEADIALAN di PENGADILAN, maaf OOT'",0,0
1104,rico,b'@abirekso @erickthohir Setuju..masalahnya ada parpol yg berani gak',0,1
1105,Rudi Sukarsa,"b'@EPiesant @zarazettirazr Akan dikembalikn lg ke rakyat\nDlm bntk Pilkada, Pileg dan Pilpres\nSerta dana bantn utk parpol\nRakyr senang krn ini pesta demokrasi'",0,0
1106,Kepla Batu,b'@trewellu @Rebeccaellyana @RerCrown @Cupidlucky2 @seroja_merah @__K3raSakti__ @DimaseLagie @AyamSegar3 @kelincipetelur @josephinebarn @RonnyYulianto7 @govindajaya4 @sungganteng @mikuro06 @Rani_Kancana @KiranaAntaresia @znovietha22 @kadrunhunter21 @ide2nesia Kalau paka Budi pasti agama. Muridnya pasti soal parpol... \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,3
1107,Ide2nesia,"b'@BatuKepla @trewellu @RerCrown @Cupidlucky2 @seroja_merah @__K3raSakti__ @DimaseLagie @AyamSegar3 @kelincipetelur @josephinebarn @RonnyYulianto7 @govindajaya4 @sungganteng @mikuro06 @Rani_Kancana @KiranaAntaresia @znovietha22 @kadrunhunter21 Mau pemerintah Indonesia menjadi baik ?\n\nMari kita suarakan ""Pembenahan Parpol"", karena ""Pembenahan Parpol"" adalah satu2nya jalan untuk perbaiki pemerintah &amp; bawa kesejahteraan bagi rakyat Indonesia\n\nSilahkan baca artikel ini :\n\nhttps://t.co/lO5b5uydo2\n\n\xf0\x9f\x99\x8f\nhttps://t.co/kSoDnmcGAa'",0,1
1108,B.F,"b'@Fakhriiafc @mazzini_gsp Terus touring, bikin geng motor, dukung parpol, ikut demo, dibubarin paksa, jadi buzzer..'",0,8
1109,My Putun,b'@KompasTV Pak Harto Pasti Sedih.\nPak Karno Pasti Menangis Melihat Anaknya dgn Geng Petugas Partai yg Minim Kemampuan Malah Sebagai Pemegang Rekor Korupsi Antar Parpol.',0,6
1110,Lord Iluvatar *🇮🇩🇯🇴*,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
1111,Sofyan Hamid,b'Prestasinya apa sih di negeri kita ini yang ada hanyalah segerombolan parpol yang doyan korupsi dan para pejabat doyan utang keluar negeri nggak ada prestasi ya sebaiknya orang yang bodoh kita tinggalkan #RezimBangkrut',0,1
1112,Gentong Pisang,"b'@Arry288 @nmherisantoso Sama aja. Pejabat semua korupsi wokokoko dungu banget lu kira oposisi ga korupsi? Sama aja semua parpol, ormas, semua bobrok lah intinya'",0,0
1113,Syaifuddin 🇮🇩 ♏,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
1114,lia🌼,"b'ini festa temanya apa si, sekolah? parpol? tp di posternya kok astronomi, tp cb terakhir makanan\xf0\x9f\x98\xad'",0,0
1115,risky wolter solang,b'RT @tara_mbahne: @NinjaCir3ng Saya mendukung TEGAR krn suatu figur Ganjar Pranowo\nMenurut hati nurani layak memimpin negeri ini\n\nSaya bukan\xe2\x80\xa6',2,0
1116,Ales,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
1117,Mas'Kremezzz,"b'@FerdinandHaean3 Wkwkwk ""lidah-nya"" auto garing dan kebas\xf0\x9f\x98\x82\nTapi rakyat Indonesia skrg sudah banyak yg melek politik,pilpres adalah memilih figur bukan parpol\xf0\x9f\x92\xaa\xf0\x9f\x92\xaa'",0,1
1118,didik luhur pambudi,b'RT @Demokrat_TV: Arus Survei Indonesia: AHY Peringkat 2 Figur Pimpinan Parpol yang Layak Menjadi Capres\n\n#SurveiCapres\n#AHY https://t.co/md\xe2\x80\xa6',12,0
1119,Sayfudin II Mas Say,b'Terlepas Parpol apa dan dari mana?. Pada intinya....dalam dunia demokrasi pasal penghinaan Presiden tidak boleh dihidupkan lagi. Putusan MK sudah jelas.... https://t.co/hrvEwhJHk3',0,0
1120,Demokrat TV,b'Arus Survei Indonesia: AHY Peringkat 2 Figur Pimpinan Parpol yang Layak Menjadi Capres\n\n#SurveiCapres\n#AHY https://t.co/mdAnTnylYa',12,42
1121,Muhammad Sukarta,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
1122,Hendra197071,b'@geloraco Dan juga pernah mau begal parpol',0,1
1123,Rachma Nizami,"b'Keren apalagi klo parpol membuka selebarnya kran bagi politisi perempuan, tidak dibatasi hanya 30% saja dan menempati posisi krusial di partai dan mendukung penuh mereka yang akan menjadi caleg dengan berbagai pendidikan \xc4\x8fan pelatihan politik. https://t.co/iaaPGG5iEi'",0,0
1124,Joko S👆,b'@kumparan Parpol terkorup apa ya?',0,0
1125,daffa alifiansyah,"b'RT @negativisme: pengen tau dong, dari tokoh-tokoh dan parpol yg ditemuin Airlangga ini, siapa yg paling cocok dan mana yg paling engga? ht\xe2\x80\xa6'",4,0
1126,sandal jepit selene,"b'@VIVAcoid Supaya pak presiden ga dihina jgn cuma dibuatin peraturan,tapi juga para pejabat,staf,parpol pendukungnya juga harus bisa menjaga kehormatan....'",0,0
1127,Adi Prayitno,b'Makin ramai dunia persilatan. @prayogafadel  @kompas.tv- https://t.co/J0iOHrreUD',0,0
1128,Antun Joko Susmana,"b'RT @ide2nesia: @Anshar_Manrulu @Susmana Mau pemerintah Indonesia menjadi baik ?\n\nMari kita suarakan ""Pembenahan Parpol"", karena ""Pembenahan\xe2\x80\xa6'",1,0
1129,Arkadiningrat IV,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
1130,NEG,"b'pengen tau dong, dari tokoh-tokoh dan parpol yg ditemuin Airlangga ini, siapa yg paling cocok dan mana yg paling engga? https://t.co/gAShdJOcwn'",4,4
1131,Abubakar Solissa,"b'Atmosfir pilpres semakin panas dan mengguncang jagad maya. Meskipun 3 tahun lagi, tapi proses kandidasi di internal parpol sudah mulai berjalan. Simpul dan jaringan kekuatan politik para kandidat mulai dibangun - bahkan saling jegal sesama teman separtai pun tak terhindarkan. https://t.co/GfWp2XcnjF'",0,0
1132,Aryo W,"b'Klo BTS idup di Indo, mungkin yg gandeng bukan lagi bisnis F&amp;B, tp parpol \xf0\x9f\x98\x81'",0,0
1133,Edi Keceput,b'RT @Ibnxine: Mgkn sdh tidak ada pemilu dan pilpres segera menjadi 1 parpol spt PKC dan Korut.\n\n#RezimBangkrut \n#RezimBangkrut',1,0
1134,Ratna Puspita,b'@lintarsatria Cancel parpol tapi belom pemilu aja elektabilitas melulu diomongin hiks',0,0
1135,Rifqi Faisal Luthfi,b'@mizeifdhal Lah ngapain ribet bikin parpol\n\nEnakan langsung jadi Komisaris',0,0
1136,Marhara Hasibuan,"b'Sudah kubilang,\nKetika suatu saat the Army seluruh Indonesia bersatu, trus mrk bentuk organisasi lambat laun berubah jd ormass... Maka mrk akan mengalahkan seluruh ormas di Indonesia, lebih gila, kalo jd Parpol.. Bisa jd dpt kursi 20% di Senayan https://t.co/cWS3tquLmB'",0,0
1137,Ifdhal Zaky,"b'Istri melihat keramaian BTS Meal di sosmed, lalu nyeletuk: ""gila ya. Bisa bikin parpol itu army. Solid banget dan influence-nya gede bgt""\n\nIya juga ya... Knp mereka ga bikin parpol aja ya? \xf0\x9f\xa4\x94'",0,0
1138,dad ri,b'@republikaonline Semoga hoax parpol takberkelanjutan',0,0
1139,majjaanan,"b'@detikcom ga ada orang lagi ya,, parpol banyak masa ga punya kader'",0,0
1140,sonny setiawan,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
1141,Maslama,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
1142,tersesat dijalan cinta,b'@dapitnih Yg GK halal udah mau membentuk parpol dengan misi dan cita2 yg bagus. Ehhh pas udah terbentuk malah GK sesuai pak Sam misinya. Udah kaya bikin janji tapi di ingkari.',0,0
1143,NasKun for Lyfe,"b'Gile ya liat berita skrg parpol jaman now udh pd ngurusin capres cawapres ae, pdhl ini stngah periode kepemimpinan yg berlaku aja belom\n\nmencerminkan fokus para parpol ini bkn mewakili n ngurus rakyat sih tp emang rebutan kekuasaan ae, gmn nih abang2 @NOTASLIMBOY @DonAdam68?'",0,2
1144,Prangbakat,b'@geloraco Pengamat buta.Apa tdk tahu bhw dia kudeta parpol?Garong PD? Perbuatan hina.Sebut dong dlm rilismu. @geloraco',0,0
1145,RiBin74,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
1146,fajar,"b'Liat reply nya, keren.\nGila niy anak Army...\nNiy Parpol sini serius gak ada yang mau bawa mereka manggung dimari?? https://t.co/NLAc8Rj3a4'",0,1
1147,David Usman 🇮🇩 🇵🇸,"b""Ketika terbuka kebebasan mendirikan Parpol, setiap kelompok yg punya idealis yang sama, cita2 yang sama, tujuan yang sama. Membentuk Partai Politik dengan misi untuk memperjuangkan semua itu. Dan dalam Demokrasi hal itu di 'halalkan'""",6,38
1148,zee Noor,"b'Maka akan lebih baik bagi Indonesia, melakukan screening, tterhadap aktivitasnya baik di dunia maya, maupun dunia nyata, yang anti pancasila, maka tidak diperkenankan aktif di parpol di Indonesia.'",0,0
1149,Al Chemist Al Jabbar Ibn Xine,b'Mgkn sdh tidak ada pemilu dan pilpres segera menjadi 1 parpol spt PKC dan Korut.\n\n#RezimBangkrut \n#RezimBangkrut https://t.co/UzLdT7bXto',1,0
1150,Ahmad Al Mujtahid,"b'@wilterzan @iffahshrtn @_agneslst Bikin parpol di Indonesia modalnya gede banget fah, bayangin aja harus punya sekre di seluruh provinsi di Indonesia'",0,0
1151,xSan,"b'@ridwankamil Krn itu jg tergoda dgn parpol anda dikuras hartanya dibenturkan sana sini jgn smp spt produk yg ada skrg menikmati situasi akan kebencian akan penguasa dan merasa akan berhasil menjadi presiden dgn ""kelompok"" itu'",0,0
1152,rifaldyrios,b'@ntsana_ kalo bts bikin parpol pasti menang tanpa harus kampanye us',0,23
1153,Ochi,b'RT @Matahar03791908: @mkusumawijaya kalau saya bukan menyalahkan Jokowi.untuk keadaan saat ini power mayoritas parpol yg di isi oleh orang2\xe2\x80\xa6',1,0
1154,Chris Azura™ 🇮🇩,b'RT @PartaiSocmed: Sinetron ketebaklah. Jadi tahu kan parpol mana yg dimaksud oleh pak Mahfud MD ini? https://t.co/I9PBZyXD02',34,0
1155,KnockKnockWhoIsThere?,b'Ini ParPol nggak ada yang mau collab sama #BTS apa ya?\n\n#BTSxMcD \n#BTSMeal',0,0
1156,TehHangat🍵,b'@Wan9Wong213 tak kira parpol baru kung.',0,1
1157,Landlord,b'Dpr dan parpol mana mau tahu.... https://t.co/OsMvbeqUxy',0,0
1158,baharirwan,"b'suara kritik hanya terdengar dari PKS dan Demokrat. PKS sempat mengkritik salah satu pertanyaan dalam tes wawasan kebangsaan (TWK) yang menjadi bagian dari asesmen, yang meminta pegawai lembaga antirasuah memilih antara Alquran dan Pancasila.\n\nhttps://t.co/2mplEBYw2l'",1,1
1159,#2021 SEMANGAT BARU#,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
1160,OM UTU,b'RT @CNNIndonesia: Mayoritas partai memilih untuk diam terkait polemik TWK KPK. Pengamat menilai hal ini bentuk konsistensi mereka dalam men\xe2\x80\xa6',6,0
1161,Wahid,b'RT @CNNIndonesia: Mayoritas partai memilih untuk diam terkait polemik TWK KPK. Pengamat menilai hal ini bentuk konsistensi mereka dalam men\xe2\x80\xa6',6,0
1162,INDONESIA BANGKIT 🇮🇩🇮🇩,b'RT @CNNIndonesia: Mayoritas partai memilih untuk diam terkait polemik TWK KPK. Pengamat menilai hal ini bentuk konsistensi mereka dalam men\xe2\x80\xa6',6,0
1163,AKMAL ARIF,b'RT @CNNIndonesia: Mayoritas partai memilih untuk diam terkait polemik TWK KPK. Pengamat menilai hal ini bentuk konsistensi mereka dalam men\xe2\x80\xa6',6,0
1164,︎ ︎,b'RT @TRI40K0: @TemanGanjar2705 Mantap  Terus Berjuang Saudaraku Niat Saudara Menghantarkan Ganjar Menuju RI 1 Smoga Para Ketua Parpol Tdk Sa\xe2\x80\xa6',1,0
1165,CNN Indonesia,b'Mayoritas partai memilih untuk diam terkait polemik TWK KPK. Pengamat menilai hal ini bentuk konsistensi mereka dalam mendukung revisi UU KPK pada 2019 silam. Ada pula indikasi kisruh KPK dengan agenda politik 2024. Baca #Analisis di #CNNIndonesia https://t.co/kI3L3gKYdw https://t.co/LwQVeJuAjL',6,12
1166,NKRI dan PANCASILA selamanya,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
1167,ugenk,b'Army klo bikin parpol bisa ngalahin suara PSI nih',0,0
1168,kencur,"b'@detikcom Pemilih partai A (caleg) blm tentu milih capres cawapres yg diusung parpol A. Tdk otomatis, tdk serta merta.'",0,0
1169,Akhmad Habib,b'Ini BTS ga kepikiran bikin parpol aja po ? bisa auto dapet Presidential Threshold sih.',0,1
1170,Rizky P🌟🌟🌟🌟🌟🌟,"b'@PusdalopsBantul @pemkabbantul Tidak belajar dari gempa Jogja,Gunung Kelud erupsi.Segera dibentuk kurikulum,cara menyelamatkan diri,cara bertahan hidup.Survive.Minimal brosur,spanduk dll.Masa kalah sama spanduk parpol,guwede2.'",0,0
1171,Merdeka.com,"b'Guyonan Yasonna AHY Lama Jadi Presiden Tunjukkan Sentimen Politik ke Demokrat: ""Iklim komunikasi semacam itu, biasa terjadi antar rivalitas parpol,"" kata dia https://t.co/MiYWvLpF64'",0,0
1172,raa⁷,b'@Cherripxt_berry @JeromePolin Awas ntar lu ilang ngebecandain parpol begini\xf0\x9f\x98\x82\xf0\x9f\x98\xad',0,25
1173,JuNot,"b'Model petinggi parpol @PDemokrat yg spt ini yg akan semakin membuat nyungsep partai,,, \n\nSerang Balik, Berang Periuk Nasi Disebut Retak, Qodari: AHY Harus Cabut Deputi Balitbang! https://t.co/qfracvADRF'",0,0
1174,Dae🐹❆ | #butter,b'@drumstuckk @saturnaddicted2 HAHAHA apasih yg mau diharapin dari parpol:)',0,0
1175,Fira-unera,b'@korantempo betapa hebatnya perlawanan para koruptor terutama yg berasal dr parpol bahkan yg sedang aktif di dpr/pemerintah. mereka rela mengorbankan harga diri/moral hanya utk bebas dr jerat hukum..\n#kpkdikebirikoruptor \n#kpkdikebirikoruptor',0,5
1176,deepspeaker,b'@erlangbagus19 @tipistipes Kampanye parpol berasa pemasaran produk perusahaan \xf0\x9f\x99\x82',0,2
1177,dabenone,"b'RT @Sahabat_Bangsa: ""Iya yg paling enak utk demokrasi itu mmg thresholdnya nol persen. Jadi siapa saja selama sesuai dg UUD bisa dicalonkan\xe2\x80\xa6'",22,0
1178,NorthPapua,"b'@NOTASLIMBOY ga bs dong, krn BTS bukan parpol oposisi.'",0,0
1179,Jabar Ekspres,"b'Parpol di Cimahi Kuras Dana APBD Hingga Rp 1,5 Miliar https://t.co/PtucxCSFnX'",0,0
1180,Ahmad Al Mujtahid,b'@wilterzan @iffahshrtn @_agneslst Jadi yang punya parpol aja lebih menarik',0,0
1181,pohanputri,b'Salut sih sama BTS Army.\nBikin parpol bisa menang pemilu nih.',1,1
1182,Indra. There's many things I wish I didn't do.,b'bikin ormas atau parpol bisa dilirik penguasa nih Army Indonesia https://t.co/kbHnii5msx',0,0
1183,gunan,b'Pemilihan masih lama parpol udah mulai sibuk aje nih',0,0
1184,YAP,b'RT @ndorokakung: Yang ngebet bahas 2024 itu sebenarnya para kandidat dan parpol atau....media?',3,0
1185,Mas'ud,b'@NinjaCir3ng Saya mendukung TEGAR krn suatu figur Ganjar Pranowo\nMenurut hati nurani layak memimpin negeri ini\n\nSaya bukan simpatisan parpol\n\nSalam TEGAR\n#DeklarasiTemanGanjar',2,3
1186,JasonBourne,b'@Lisaamartatara4 @LaNyallaMM1 @_zildjianNostr @vandinnie @Dayat42097065 @armuchsin maaf saat ini sy belum percaya sm orang parpol',0,0
1187,JAMAL BOEGIS,b'@mbs74 Syarat utama harus punya parpol. Syarat masih ada tapi off the record.',0,1
1188,suaradotcom,"b'Di sejumlah TPS, paslon yang didukung Partai Golkar, PAN, PDIP, dan gabungan parpol ini menang atas paslon Gubernur dan Wakil Gubernur Kalsel, Denny Indrayana-Difriadi. https://t.co/lyqUc80ocT'",0,0
1189,ʲᵉʸˑ ⁷⁺⁵ ia.,b'@illegirlxs Ntar dapet merch kaos parpol \xf0\x9f\x98\xad',0,0
1190,Bondan Pandiani,b'RT @PartaiSocmed: Sinetron ketebaklah. Jadi tahu kan parpol mana yg dimaksud oleh pak Mahfud MD ini? https://t.co/s5ZOERQWq6 https://t.co/I\xe2\x80\xa6',34,0
1191,#LurahJababiroPenindas,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
